Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
KR,45202-1100,Consumer Defensive,500000,"The Kroger Co. operates as a retailer in the United States. The company operates combination food and drug stores, multi-department stores, marketplace stores, and price impact warehouses. Its combination food and drug stores offer natural food and organic sections, pharmacies, general merchandise, pet centers, fresh seafood, and organic produce; and multi-department stores provide apparel, home fashion and furnishings, outdoor living, electronics, automotive products, and toys. The company's marketplace stores offer full-service grocery, pharmacy, health and beauty care, and perishable goods, as well as general merchandise, including apparel, home goods, and toys; and price impact warehouse stores provide grocery, and health and beauty care items, as well as meat, dairy, baked goods, and fresh produce items. It also manufactures and processes food products for sale in its supermarkets and online; and sells fuel through 1,613 fuel centers. As of January 29, 2022, the company operated 2,726 supermarkets under various banner names in 35 states and the District of Columbia. The Kroger Co. was founded in 1883 and is based in Cincinnati, Ohio.",Cincinnati,513 762 4000,OH,United States,[],https://www.thekrogerco.com,1,1014 Vine Street,Grocery Stores,0.05086,0.01694,0.22275,5494000128,0.093,0.0304,7330999808,43,hold,31333000000,4414249984,51.11,44.58,0.639,0.719,0.056350004,18,53.46,211.453,0.25941,75,1102000000,20381999104,144146006016,1.54,USD,197.731,0.179,2.7,NYQ,Kroger Company (The),The Kroger Co.,America/New_York,EST,True,-18000000,EQUITY,KR,finmb_284342,us_market,,0.36,,7.088,,,2.89,,735256000,,,,12.633,17092333,0.0239,,1643414400,0.81025004,2419000064,3.27,,,3.528853,0.00662,1706486400,,1660348800,2.27,1663200000,709349746,0.506632,51960033280,2,,1436832000,2:1,,,,0.565,0.22739245,1665705600,0.96,,15.425606,,0.0309,18673492,,,,45.95,45.94,49.4668,0.01523395,0.2569,,46.16,,5816810,45.95,46.304,0.7,45.94,,5816810,,,1.04,1668384000,,,44.57,USD,13.633028,4223893,,,,32777713664,,,6209747,44.57,44.72,900,4223893,62.78,,1.95,41.82,44.58,False,0.0228,900,46.16,,44.58,46.15,https://logo.clearbit.com/thekrogerco.com,1.7013
L,10065-8087,Financial Services,10340,"Loews Corporation provides commercial property and casualty insurance in the United States and internationally. The company offers specialty insurance products, such as management and professional liability, and other coverage products; surety and fidelity bonds; property insurance products that include property, marine and boiler, and machinery coverages; and casualty insurance products, such as workers' compensation, general and product liability, and commercial auto and umbrella coverages. It also provides loss-sensitive insurance programs; and warranty, risk management, information, and claims administration services. The company markets its insurance products and services through independent agents, brokers, and managing general underwriters. In addition, the company is involved in the transportation and storage of natural gas and natural gas liquids(NGLs), and hydrocarbons through natural gas pipelines covering approximately 13,615 miles of interconnected pipelines; 450 miles of NGL pipelines in Louisiana and Texas; 14 underground storage fields with an aggregate gas capacity of approximately 213 billion cubic feet of natural gas; and eleven salt dome caverns and related brine infrastructure for providing brine supply services. Further, the company operates a chain of 26 hotels; and develops, manufactures, and markets a range of extrusion blow-molded and injection molded plastic containers for customers in the pharmaceutical, dairy, household chemicals, food/nutraceuticals, industrial/specialty chemicals, and water and beverage/juice segments, as well as manufactures commodity and differentiated plastic resins from recycled plastic materials. Loews Corporation was incorporated in 1969 and is headquartered in New York, New York.",New York,212 521 2000,NY,United States,[],https://www.loews.com,1,667 Madison Avenue,Insurance—Property & Casualty,0.17241,0.07821,0.33541,3526000128,-0.154,0.13522,2383000064,,hold,5537000000,2239749888,,57.88,-0.745,0.468,0.01472,,,57.222,0.06676,,5288000000,9281999872,13822000128,21.947,USD,55.18,0.468,3,NYQ,Loews Corporation,Loews Corporation,America/New_York,EST,True,-18000000,EQUITY,L,finmb_285930,us_market,,1.336,,7.749,,,2.9,,253684000,,,,66.342,1669467,0.0069999998,,1640908800,0.62441003,1080999936,-3.321,,,0.8724488,0.17739001,1703980800,,1656547200,1.68,1663200000,200350125,0.821665,18464823296,2,,1147132800,3:1,,,,-0.761,1.0623087,1665705600,,,19.95862,,0.0085,1765250,,,,58.6,58.75,58.63515,0.0042662118,0.057600003,,58.86,,1123760,58.6,56.2786,0.25,58.75,,1123760,,,0.25,1660608000,,,57.865,USD,,504743,,,,14683230208,,,822177,57.865,58.06,1100,504743,68.2,,0.52,49.36,57.6,False,0.0045,800,58.86,,57.88,,https://logo.clearbit.com/loews.com,
LDOS,20190,Technology,44000,"Leidos Holdings, Inc., together with its subsidiaries, provides services and solutions in the defense, intelligence, civil, and health markets in the United States and internationally. It operates through three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment offers national security solutions and systems for air, land, sea, space, and cyberspace for the U.S. Intelligence Community, the Department of Defense, the National Aeronautics and Space Administration, military services, and government agencies of U.S. allies abroad, as well as other federal and commercial customers in the national security industry. Its solutions include technology, large-scale systems, command and control platforms, data analytics, logistics, and cybersecurity solutions, as well as intelligence analysis and operations support services to critical missions. The Civil segment provides systems integration services to air navigation service providers, including the federal aviation administration, the En route automation modernization, advanced technology oceanic procedure, time based flow management, terminal flight data management, geo-7, and future flight services, as well as enterprise-information display systems; and security detection and automation services. It also offers information technology (IT) solutions in cloud computing, mobility, application modernization, DevOps, data center, network modernization, asset management, help desk operations, and digital workplace enablement; and environment, energy, and infrastructure services. The Health segment offers solutions to federal and commercial customers responsible for health and well-being of people worldwide, including health information management, managed health, digital transformation, and life sciences research and development services. Leidos Holdings, Inc. was founded in 1969 and is headquartered in Reston, Virginia.",Reston,571 526 6000,VA,United States,[],https://www.leidos.com,1,1750 Presidents Street,Information Technology Services,0.104370005,0.05155,0.14924,908000000,0.043,0.08048,1468000000,100,buy,2014000000,751500032,118,104.13,0.051,0.903,0.05459,12,116.17,142.79,0.17867,130,339000000,5792999936,14065000448,2.483,USD,100.824,0.707,2.1,NYQ,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",America/New_York,EST,True,-18000000,EQUITY,LDOS,finmb_110741,us_market,,1.338,,12.821,,,7.15,,140339008,,,,27.197,891475,0.0064999997,,1640908800,0.79607004,725000000,4.36,,,3.8287308,0.00926,1703980800,,1656633600,1.2,1663200000,135617622,0.757184,18821076992,2,,1380499200,405:1000,,,,0.012,1.0389975,1665705600,2.36,,14.563636,,0.0084,922880,,,,105.91,106.05,101.50085,0.0128410915,0.2802,,106.23,,960910,105.91,104.4752,1.36,106.05,,960910,,,1.44,1663113600,,,104.1,USD,23.883026,297102,,,,14613500928,,,788883,104.1,107.42,1300,297102,111.12,,1.62,81.07,101.95,False,0.0148,800,106.23,,104.13,104.24,https://logo.clearbit.com/leidos.com,
LEN,33172,Consumer Cyclical,10753,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments. The company's homebuilding operations include the construction and sale of single-family attached and detached homes, as well as the purchase, development, and sale of residential land; and development, construction, and management of multifamily rental properties. It also offers residential mortgage financing, title insurance, and closing services for home buyers and others, as well as originates and sells securitization commercial mortgage loans. In addition, the company is involved in the fund investment activity. It primarily serves first-time, move-up, active adult, and luxury homebuyers. Lennar Corporation was founded in 1954 and is based in Miami, Florida.",Miami,305 559 4000,FL,United States,[],https://www.lennar.com,1,700 Northwest 107th Avenue,Residential Construction,0.22900999,0.14037,0.28221,1771879040,0.287,0.22657,7312348160,72,buy,7333336000,735249984,90,88.5,0.114,13.944,0.13282,16,95,24.744,0.2049,133,1360414976,5722698752,31930202112,4.672,USD,108.868,1.482,2.4,NYQ,Lennar Corporation,Lennar Corporation,America/New_York,EST,True,-18000000,EQUITY,LEN,finmb_30763,us_market,,0.866,,3.781,,,11.3,,271852000,,,,60.298,11379971,0.039100002,,1638230400,0.95296997,4431328768,9.781,,,1.4677104,0.0234,1701302400,,1661904000,4.13,1663200000,264379260,1.449889,27648641024,2,,1510185600,1017:1000,,,,0.043,0.8398023,1665705600,0.2,,7.831858,,0.0514,12404471,,,,90.7,90.8,80.15005,0.008269019,0.0911,,91.075,,2944490,90.7,84.4198,0.75,90.8,,2944490,,,1.5,1665532800,,,88.42,USD,9.048155,1173840,,,,26815057920,,,2304813,88.42,88.48,900,1173840,116.73,,0.68,62.54,88.4,False,0.0189,800,91.075,,88.5,90.26,https://logo.clearbit.com/lennar.com,23.9656
LH,27215,Healthcare,75000,"Laboratory Corporation of America Holdings operates as a global life sciences company that provides vital information to help doctors, hospitals, pharmaceutical companies, researchers, and patients make clear and confident decisions. It operates in two segments, Labcorp Diagnostics (Dx) and Labcorp Drug Development (DD). It offers various tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid tests, PAP tests, hemoglobin A1C and vitamin D, prostate-specific antigens, tests for sexually transmitted diseases, hepatitis C tests, microbiology cultures and procedures, and alcohol and other substance-abuse tests. The company also provides specialty testing services comprising gene-based and esoteric testing; advanced tests target specific diseases, including anatomic pathology/oncology, cardiovascular disease, coagulation, diagnostic genetics, endocrinology, infectious disease, women's health, pharmacogenetics, and parentage and donor testing; and occupational testing services, medical drug monitoring services, chronic disease programs, and kidney stone prevention tests. It provides online and mobile applications to enable patients to check test results; and online applications for managed care organizations and accountable care organizations. It offers end-to-end drug development, medical device, and companion diagnostic development solutions from early-stage research to clinical development and commercial market access. It serves managed care organizations, pharmaceutical, biotechnology, medical device and diagnostics companies, governmental agencies, physicians and other healthcare providers, hospitals and health systems, employers, patients and consumers, contract research organizations, and independent clinical laboratories. Laboratory Corporation of America Holdings has a collaboration agreement with Tigerlily Foundation to increase clinical trial diversity for women of color. The company was incorporated in 1994 and is headquartered in Burlington, North Carolina.",Burlington,336 229 1127,NC,United States,[],https://www.labcorp.com,1,358 South Main Street,Diagnostics & Research,0.22145,0.12666,0.32555,2393299968,-0.037,0.18537001,3480100096,260,buy,5624300000,1770099968,297,231.27,-0.187,1.904,0.089209996,13,292.92,61.14,0.19262,315,1068800000,6371200000,15715200000,11.823,USD,166.651,1.556,1.9,NYQ,Laboratory Corporation of Ameri,Laboratory Corporation of America Holdings,America/New_York,EST,True,-18000000,EQUITY,LH,finmb_30643,us_market,,1.661,,7.503,,,16.01,,95700000,,,,102.469,1581578,0.0175,,1640908800,0.94982004,1990499968,26.894,,,2.2569752,0.00263,1703980800,,1656547200,2.48,1663200000,90174000,1.066322,26109880320,2,,1021248000,2:1,,,,-0.233,1.4083524,1665705600,-0.78,,14.445347,,0.0227,1838364,,,,232.96,233.81,240.41264,,0.0344,,235.45,,663580,232.96,230.7698,,233.81,,663580,,,2.88,1668556800,,,230.48,USD,8.599317,338626,,,,22132539392,,,802386,230.48,237.48,1100,338626,317.17,,,200.32,230.55,False,0.0125,800,235.45,,231.27,,https://logo.clearbit.com/labcorp.com,
LHX,32919,Industrials,47000,"L3Harris Technologies, Inc., an aerospace and defense technology company, provides mission-critical solutions for government and commercial customers worldwide. The company's Integrated Mission Systems segment provides multi-mission intelligence, surveillance, and reconnaissance (ISR) systems; and communication systems, as well as fleet management support, sensor development, modification, and periodic depot maintenance services for ISR and airborne missions. It also manufactures and integrates mission systems for maritime platforms, such as signals intelligence and multi-intelligence platforms; unmanned surface and undersea autonomous solutions; and power and ship control systems and other electronic and electrical products and systems. In addition, this segment offers advanced electro-optical and infrared solutions. Its Space and Airborne Systems segment offers space payloads, sensors, and full-mission solutions; classified intelligence and cyber defense solutions; mission avionics; and electronic warfare systems. The company's Communication Systems segment provides tactical communications; broadband secured mobile networked communication equipment, including airborne, space, and surface data link terminals, ground stations, and transportable tactical satellite communication (SATCOM) systems for use in manned aircraft, unmanned aerial vehicles, and naval ships; and helmet and weapon mounted integrated night vision systems. This segment also offers radios, systems applications, and equipment for critical public safety and professional communications; and SATCOM terminals and battlefield management networks. Its Aviation Systems segment offers defense aviation products; commercial pilot training; and mission networks solutions for air traffic management. The company was formerly known as Harris Corporation and changed its name to L3Harris Technologies, Inc. in June 2019. L3Harris Technologies, Inc. was founded in 1895 and is headquartered in Melbourne, Florida.",Melbourne,321 727 9100,FL,United States,[],https://www.l3harris.com,1,1025 West NASA Boulevard,Aerospace & Defense,0.20913,0.11364,0.30184,2094000000,-0.114,0.15276,3516999936,,none,5376000000,2362500096,,204.56,0.204,1.267,0.045739997,,,40.657,0.09743,,420000000,7801999872,16817000448,2.195,USD,86.241,0.964,,NYQ,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",America/New_York,EST,False,-18000000,EQUITY,LHX,finmb_177934,us_market,,3.29,,15.73,,,13.22,,196224992,,,,99.006,1994335,0.0104,,1640908800,0.85375,1911000064,7.514,,,2.0661376,0.00465,1703980800,,1656633600,1.9,1663200000,190455711,0.701915,55322374144,2,,1242000000,10000:9448,,,,0.14,2.3868575,1665705600,0.46,,15.473524,,0.0105,2119210,,,,206.45,207.15,234.15456,0.018939212,0.44169998,,207.99,,1448780,206.45,226.9726,3.91,207.15,,1448780,,,4.48,1668643200,,,204.23,USD,27.223848,747524,,,,40139784192,,,1263285,204.23,209.21,800,747524,279.71,,1.64,202.31,204.47,False,0.0179,1000,207.99,,204.56,206.45,https://logo.clearbit.com/l3harris.com,
LIN,GU21 6HT,Basic Materials,72438,"Linde plc operates as an industrial gas and engineering company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. It offers atmospheric gases, including oxygen, nitrogen, argon, and rare gases; and process gases, such as carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. The company also designs and constructs turnkey process plants for third-party customers, as well as for the gas businesses in various locations, such as olefin, natural gas, air separation, hydrogen, and synthesis gas plants. It serves a range of industries, including healthcare, energy, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, and water treatment. The company was founded in 1879 and is based in Woking, the United Kingdom.",Woking,44 203 837 2210,,United Kingdom,[],https://www.linde.com,1,Forge,Specialty Chemicals,0.32334,0.10880999,0.41676998,9921999872,0.115,0.18541999,10552000512,264.61,buy,13250000000,6205624832,331.51,325.91,-0.538,0.737,0.04662,15,329.04,39.091,0.083450004,368.45,3655000064,16042999808,32633999360,7.334,USD,64.165,0.558,1.7,NYQ,Linde plc,Linde plc,America/New_York,EST,False,-18000000,EQUITY,LIN,finmb_318049,us_market,,4.822,,14.914,,,10.33,,512555008,,,,90.421,3577897,0.0072000003,,1640908800,0.83815,3548000000,4.708,,,3.604362,0.0018000001,1703980800,,1656547200,1.94,1663200000,497184462,0.86588,157372989440,2,,1071532800,2:1,,,,-0.558,5.118797,1665705600,,,31.549856,,0.0072000003,3803952,,,,328.95,328.84,304.4022,0.011709986,0.6464,,330.46,,1634730,328.95,319.9036,3.852,328.84,,1634730,,,4.68,1669852800,,,325.58,USD,69.224724,845449,,,,167046807552,,,1822795,325.58,331.77,1200,845449,352.18,,1.71,262.47,320.76,False,0.0162,800,330.46,,325.91,328.76,https://logo.clearbit.com/linde.com,2.6992
LKQ,60661,Consumer Cyclical,46000,"LKQ Corporation distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates through three segments: North America, Europe, and Specialty. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Austria, Poland, Slovakia, Taiwan, and other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.",Chicago,312 621 1950,IL,United States,[],https://www.lkqcorp.com,1,500 West Madison Street,Auto Parts,0.12949,0.092080005,0.40519002,1171047040,-0.027,0.10868,1705592960,55,buy,5321981000,896449984,66,53.06,0.475,1.743,0.07282,9,65.22,65.411,0.20931,70,265000000,3681999872,13171504128,0.966,USD,45.784,0.574,1.7,NMS,LKQ Corporation,LKQ Corporation,America/New_York,EST,True,-18000000,EQUITY,LKQ,finmb_4303924,us_market,,1.375,,10.622,,,3.36,,291491008,,,,19.323,4771111,0.0174,,1640908800,1.00765,1208225024,2.493,,,2.7459505,0.00478,1703980800,,1656547200,3.07,1663200000,272150956,1.374723,18116657152,2,,1348012800,2:1,,,,0.377,1.1742405,1665705600,0.42,,15.791668,,0.0187,4863683,,,,54,54.14,51.077,,0.17860001,,54.35,,1704260,54,53.4348,,54.14,,1704260,,,1,1660089600,,,53.05,USD,21.283594,453406,,,,15466513408,,,1440486,53.05,53.25,1000,453406,60.43,,,42.36,52.89,False,0.0187,1000,54.35,,53.06,54.16,https://logo.clearbit.com/lkqcorp.com,0.3849
LLY,46285,Healthcare,35000,"Eli Lilly and Company discovers, develops, and markets human pharmaceuticals worldwide. It offers Basaglar, Humalog, Humalog Mix 75/25, Humalog U-100, Humalog U-200, Humalog Mix 50/50, insulin lispro, insulin lispro protamine, insulin lispro mix 75/25, Humulin, Humulin 70/30, Humulin N, Humulin R, and Humulin U-500 for diabetes; and Jardiance, Trajenta, and Trulicity for type 2 diabetes. The company provides Alimta for non-small cell lung cancer (NSCLC) and malignant pleural mesothelioma; Cyramza for metastatic gastric cancer, gastro-esophageal junction adenocarcinoma, metastatic NSCLC, metastatic colorectal cancer, and hepatocellular carcinoma; Erbitux for colorectal cancers, and various head and neck cancers; Retevmo for metastatic NSCLC, medullary thyroid cancer, and thyroid cancer; Tyvyt for relapsed or refractory classic Hodgkin's lymph and non-squamous NSCLC; and Verzenio for HR+, HER2- metastatic breast cancer, node positive, and early breast cancer. It offers Olumiant for rheumatoid arthritis; and Taltz for plaque psoriasis, psoriatic arthritis, ankylosing spondylitis, and non-radiographic axial spondylarthritis. The company offers Cymbalta for depressive disorder, diabetic peripheral neuropathic pain, generalized anxiety disorder, fibromyalgia, and chronic musculoskeletal pain; Emgality for migraine prevention and episodic cluster headache; and Zyprexa for schizophrenia, bipolar I disorder, and bipolar maintenance. Its Bamlanivimab and etesevimab, and Bebtelovimab for COVID-19; Cialis for erectile dysfunction and benign prostatic hyperplasia; and Forteo for osteoporosis. The company has collaborations with Incyte Corporation; Boehringer Ingelheim Pharmaceuticals, Inc.; AbCellera Biologics Inc.; Junshi Biosciences; Regor Therapeutics Group; Lycia Therapeutics, Inc.; Kumquat Biosciences Inc.; Entos Pharmaceuticals Inc.; and Foghorn Therapeutics Inc. Eli Lilly and Company was founded in 1876 and is headquartered in Indianapolis, Indiana.",Indianapolis,317 276 2000,IN,United States,[],https://www.lilly.com,1,Lilly Corporate Center,Drug Manufacturers—General,0.35856998,0.19578,0.7541,7107700224,-0.037,0.3031,10424000512,,buy,21345300000,4991925248,,365.22,-0.314,1.096,0.1161,,,195.217,0.7429,,2766000128,16904200192,29070700544,2.911,USD,32.163,0.664,2,NYQ,Eli Lilly and Company,Eli Lilly and Company,America/New_York,EST,True,-18000000,EQUITY,LLY,finmb_285467,us_market,,12.187,,33.987,,,8.66,,956592000,,,,7.589,5420134,0.0057,,1640908800,0.84072995,5691599872,6.68,,,48.124916,0.00205,1703980800,,1656547200,1.63,1663200000,948293471,0.32756,354282274816,2,,876960000,2:1,,,,-0.315,12.017822,1665705600,2.6,,42.17321,,0.0069,5329487,,,,364.88,366.17,320.5643,0.008413725,0.5837,,368.01,,3168350,364.88,359.1328,3.07,366.17,,3168350,,,3.92,1668384000,,,363.94,USD,54.673653,942880,,,,349366517760,,,2944178,363.94,365,3200,942880,375.25,,1.85,231.87,363,False,0.011,800,368.01,,365.22,366.92,https://logo.clearbit.com/lilly.com,2.305
LMT,20817,Industrials,114000,"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. The Space segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. It serves primarily serves the U.S. government, as well as foreign military sales contracted through the U.S. government. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland.",Bethesda,301 897 6000,MD,United States,[],https://www.lockheedmartin.com,1,6801 Rockledge Drive,Aerospace & Defense,0.13323,0.090679996,0.12989001,10142000128,0.035,0.115389995,8622999552,361,hold,9097000000,5719124992,458,483.22,2.036,1.282,0.089870006,20,456.35,95.938,0.5435,515,2430000128,11480000512,64722001920,9.272,USD,241.703,1.055,2.7,NYQ,Lockheed Martin Corporation,Lockheed Martin Corporation,America/New_York,EST,True,-18000000,EQUITY,LMT,finmb_285827,us_market,,2.013,,15.108,,,27.9,,275785984,,,,22.705,2214679,0.0085,,1640908800,0.76948,5869000192,24.783,,,21.282537,0.00075999997,1703980800,,1664064000,1.83,1663200000,223302741,0.671333,130274934784,2,,915408000,2:1,,,,1.896,2.0590417,1665705600,2.77,,17.319714,,0.01,2750688,,,,485.5,486.15,439.66434,0.020597322,0.5149,,489,,1236370,485.5,475.8356,10,486.15,,1236370,,,12,1669766400,,,482.9,USD,19.498043,810290,,,,133265301504,,,1409250,482.9,483.56,900,810290,498.95,,2.58,351.56,483.25,False,0.025899999,1100,489,,483.22,486,https://logo.clearbit.com/lockheedmartin.com,1.8446
LNC,19087,Financial Services,10848,"Lincoln National Corporation, through its subsidiaries, operates multiple insurance and retirement businesses in the United States. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection. The Annuities segment offers fixed, variable, and indexed variable annuities. The Retirement Plan Services segment provides employers with retirement plan products and services primarily in the defined contribution retirement plan marketplace. This segment offers individual and group variable annuities, group fixed annuities, and mutual fund-based programs; and a range of plan services, including plan recordkeeping, compliance testing, participant education, and trust and custodial services. The Life Insurance segment provides life insurance products, including term insurance, such as single and survivorship versions of universal life insurance; variable universal life insurance; indexed universal life insurance products; and critical illness and long-term care riders. The Group Protection segment offers group non-medical insurance products comprising short and long-term disability, statutory disability and paid family medical leave administration and absence management services, term life, dental, vision and accident, and critical illness benefits and services to the employer marketplace through various forms of employee-paid and employer-paid plans. The company distributes its products through consultants, brokers, planners, agents, financial advisors, third-party administrators, and other intermediaries. Lincoln National Corporation was founded in 1905 and is based in Radnor, Pennsylvania.",Radnor,484 583 1400,PA,United States,[],https://www.lfg.com,1,150 North Radnor-Chester Road,Insurance—Life,0.07242,0.044770002,0.23804002,3089999872,0.052,0.07023,1422000000,45,hold,5304000000,-1832749952,54.5,29.53,-0.6,2.75,0.00241,14,57,80.496,0.05683,78,5566000128,7395999744,19634999296,32.698,USD,110.162,0.52,2.7,NYQ,Lincoln National Corporation,Lincoln National Corporation,America/New_York,EST,True,-18000000,EQUITY,LNC,finmb_867423,us_market,,0.547,,7.56,,,10.79,,180708992,,,,118.021,3311916,0.0195,,1640908800,0.79455,879000000,2.56,,,0.25020972,0.094610006,1703980800,,1656547200,1.75,1663200000,154001826,1.776713,10749846528,2,,930009600,2:1,,,,-0.629,0.2717768,1665705600,0.4,,2.7367935,,0.0223,4483972,,,,29.79,29.9,49.747,0.054380663,0.36650002,,30.05,,3650150,29.79,38.7874,1.62,29.9,,3650150,,,1.8,1665014400,,,29.32,USD,11.535157,2031010,,,,5336336896,,,2729816,29.32,29.62,900,2031010,76.4,,2.75,28.61,29.54,False,0.0344,1000,30.05,,29.53,29.87,https://logo.clearbit.com/lfg.com,
